latitude,longitude,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,nearest_station,nearest_station_distance,log_preds,preds,ID,True Price
40.76509,-73.91026,2,57,1.0,3.52,1,0,1439,0.026243028026519087,5.648472249547643,283.85747101070586,23582566,135
40.68893,-73.90984,1,5,29.0,0.6,1,158,342,0.005796377489441253,5.5486294915261025,256.8852511290864,28967484,39
40.69502,-73.93984,2,47,50.0,1.81,1,77,347,0.021532207155788876,4.912910463789654,136.03476305743789,18543400,60
40.77006,-73.95589,1,0,-1.0,0.0,1,177,452,0.011227382820589717,4.684164047810892,108.2197679328807,28136772,150
40.68409000000001,-73.96264000000002,1,0,-1.0,0.0,1,0,919,0.0063946355643151155,5.03367686412125,153.49636164704862,6345234,75
40.81252,-73.95096,3,21,4.0,4.47,1,30,1557,0.018412216053477426,6.018357270409028,410.90303841936344,31964005,211
40.71348,-73.94447,3,137,25.0,1.57,1,296,919,0.03440384984271299,5.865192167788722,352.54989833294024,413504,119
40.76217000000001,-73.99105,3,0,-1.0,0.0,1,0,1175,0.007843533004962202,4.341144913672085,76.79541314319741,16388417,100
40.74464,-73.98436,20,4,252.0,0.11,1,8,1452,0.0107388752669694,4.681746359566267,107.95844230135904,13044668,70
40.62896,-73.97494,1,34,7.0,2.74,2,1,99,0.013602517891917772,5.5486294915261025,256.8852511290864,26494942,70
40.71839,-73.99729,13,3,62.0,1.32,1,20,372,0.0026190089728711586,5.999587879249491,403.26256637075966,31950886,130
40.73641,-73.92738,4,39,55.0,2.2,3,304,452,0.03444785370672485,5.577470638684755,264.40199112648713,22566828,35
40.6924,-73.96029,5,25,552.0,0.51,1,0,919,0.011545032005156664,5.628344178719564,278.20108476796236,6652755,145
40.7396,-73.88119,1,38,15.0,3.31,2,122,1439,0.012516194309749701,5.995315300070579,401.5432706550561,26994401,165
40.66859,-73.98235,20,0,-1.0,0.0,1,149,572,0.014494998482237238,5.746521844629959,313.0997546228744,439870,299
40.7179,-73.95103,1,340,7.0,4.9,2,263,919,0.03698052898486055,5.865192167788722,352.54989833294024,1733054,99
40.66663,-73.93455,3,2,268.0,0.21,1,50,346,0.024972572835007322,5.492321317137647,242.82021587237375,27876953,60
40.76417,-73.92815999999998,31,4,250.0,0.11,1,5,452,0.025598059008471705,6.002486697794962,404.4332473529365,13329860,99
40.65766,-73.97614,3,8,220.0,0.32,1,0,83,0.01792834473675423,5.661573512063057,287.6008300769669,18662619,275
40.69088,-73.90535,6,0,-1.0,0.0,1,0,342,0.00248553253851481,5.012431971231305,150.26974381897105,22928803,50
40.76976,-73.92627,2,18,5.0,5.14,1,24,452,0.029002384815733914,5.550395343669014,257.33927325026394,31253484,50
40.68418,-73.98373000000002,1,97,6.0,4.48,2,39,1376,0.006066641327809368,5.999587879249491,403.26256637075966,20762089,250
40.67427,-73.97652,2,22,260.0,0.69,1,21,1376,0.010153877929147398,5.999587879249491,403.26256637075966,15799563,350
40.75049,-73.99809,1,2,251.0,0.24,1,1,1175,0.01307120384660821,5.995315300070579,401.5432706550561,29063993,69
40.70046,-73.95133,2,26,129.0,0.68,2,241,919,0.019861891249325622,5.838116872772981,343.1325695957087,2217609,45
40.70501,-73.93738,14,0,-1.0,0.0,1,0,347,0.030599594850256023,5.012610097721407,150.29651322510557,9521009,55
40.79074,-73.94275999999998,2,31,6.0,4.13,1,272,574,0.01944503895601526,6.006785455135031,406.17554992851,29924285,140
40.71009,-73.8196,3,64,285.0,1.16,1,282,1130,0.04127607812038813,5.630960805312567,278.9299863403045,3939535,70
40.75158,-73.97151,2,2,60.0,0.29,4,365,1452,0.004533449238742863,6.01000743915409,407.48635161638515,30806012,130
40.77963,-73.94864,1,0,-1.0,0.0,3,0,574,0.020861352784522117,4.334415468939662,76.28035761730209,4611256,250
40.57856,-74.1107,3,11,106.0,1.05,3,333,387,0.11397341960737434,6.487752642171637,657.0450873093873,24967000,72
40.70755,-73.94377,2,22,9.0,2.25,3,173,919,0.02925581966036574,5.838116872772981,343.1325695957087,27783586,65
40.67469000000001,-73.94062,5,9,191.0,0.25,1,0,347,0.01631360429212326,5.63513839526341,280.0976788201747,13573828,270
40.83729,-73.83323,1,2,59.0,0.19,5,330,1797,0.010064178456282968,5.5380716208805385,254.18735694664383,27952742,69
40.73444,-74.00129,2,93,15.0,3.38,1,251,372,0.01640766613507259,6.018357270409028,410.90303841936344,17382679,600
40.73735,-73.97952,2,0,-1.0,0.0,1,0,1452,0.014504413190464421,4.848327418208985,127.52691217519522,22460607,200
40.80671,-73.95082,1,107,13.0,2.38,1,304,574,0.015027437572661452,4.758839042513207,116.61046748820746,281851,130
40.76641,-73.9193,3,6,88.0,0.42,1,156,1439,0.03407956396437156,5.577470638684755,264.40199112648713,23876355,60
40.71965,-73.9428,4,3,407.0,0.08,2,0,919,0.040766888573939467,5.123451783227174,167.91397307562926,7230002,63
40.71282,-73.98448,9,2,756.0,0.05,1,0,573,0.013296313549253062,4.756132553128905,116.29528920158788,9796737,70
40.74725,-73.99515,2,3,190.0,0.13,1,358,1175,0.012483970922727195,5.995315300070579,401.5432706550561,14577253,250
40.78825,-73.9487,8,6,739.0,0.16,1,0,574,0.014972023243372429,4.756132553128905,116.29528920158788,11939910,60
40.81615,-73.94359,3,0,-1.0,0.0,2,170,1557,0.010509391038497002,5.720606991629577,305.0900538737344,35944364,225
40.74846,-73.97448,2,4,35.0,1.3,327,130,1452,0.003356123060920926,5.999587879249491,403.26256637075966,30937750,241
40.76126,-73.98635999999998,10,5,187.0,0.16,1,0,1175,0.005278625768131595,5.6329452379118665,279.4840536709318,15917981,190
40.67138,-73.93679,1,21,13.0,0.78,1,89,347,0.021150461578886084,5.492321317137647,242.82021587237375,16959759,82
40.7164,-73.99743000000002,30,4,379.0,0.11,1,0,372,0.0029873580300821415,5.544283452638509,255.77124035855255,12497438,175
40.73895,-73.9997,30,1,602.0,0.05,87,278,372,0.020858883670996583,6.001229259817226,403.92501722915114,20204055,170
40.71463,-73.95501,2,32,22.0,1.25,1,8,919,0.03330076191320754,6.028599226956009,415.1331146352424,18508959,200
40.67238,-73.95768000000002,1,18,815.0,0.38,1,0,346,0.0025687728587568473,5.6329452379118665,279.4840536709318,4734170,109
40.81095,-73.95296,3,90,29.0,1.96,2,304,574,0.0171145610519196,6.018357270409028,410.90303841936344,7610785,299
40.73844,-73.99262,60,0,-1.0,0.0,1,0,1175,0.018670879197291605,4.334415468939662,76.28035761730209,12050280,150
40.82754,-73.94919,2,195,7.0,2.03,1,318,774,0.0112834562967213,5.999587879249491,403.26256637075966,27644,170
40.6874,-73.91455,3,17,315.0,0.71,1,0,292,0.01036352459350251,5.124991173119152,168.17265720528692,19730080,40
40.79655,-73.96285,30,0,-1.0,0.0,1,359,574,0.001469210672436373,5.743827390392022,312.2572572072165,29963179,98
40.73383,-73.87346,2,10,8.0,1.47,1,78,1439,0.02216070125242967,6.002154280170242,404.29882895625354,30711544,299
40.67066,-73.98671,2,5,464.0,0.31,1,0,572,0.009698989689651289,5.141209777443479,170.922421383987,23563112,55
40.68202,-73.88943,1,130,12.0,3.48,2,258,292,0.015839673039548034,6.018357270409028,410.90303841936344,12168212,79
40.68808,-73.90985,2,16,1.0,5.39,1,127,342,0.005844165637637064,5.999587879249491,403.26256637075966,33735398,159
40.73034000000001,-73.99991999999997,2,209,19.0,4.07,1,283,372,0.012248032005197267,4.758839042513207,116.61046748820746,2936192,120
40.69093,-73.9449,2,72,9.0,3.11,1,146,347,0.015039643779022895,6.018357270409028,410.90303841936344,20016090,152
40.62941,-73.9425,1,9,7.0,1.44,2,7,99,0.021070772007697046,6.002154280170242,404.29882895625354,30786668,300
40.75985,-73.99107,1,18,31.0,1.27,4,249,1175,0.006195883310692033,4.758839042513207,116.61046748820746,24656728,120
40.62578,-74.07356,1,1,1906.0,0.02,1,0,387,0.0625340062446039,5.725784124237215,306.6736412237302,2794725,75
40.71814000000001,-73.98411,60,9,103.0,0.16,1,210,372,0.015782072994383507,6.018357270409028,410.90303841936344,4180643,150
40.7838,-73.97266,2,47,30.0,0.92,1,352,574,0.016633330995326365,6.048190367944581,423.3462355276996,4859903,255
40.73294,-73.99726,4,0,-1.0,0.0,2,0,372,0.015079473730871646,4.3456077846983705,77.13890708191907,9367923,249
40.75526,-73.99719,7,5,36.0,0.46,47,342,1175,0.010984819069951614,4.758839042513207,116.61046748820746,27546132,55
40.7482,-73.98599,1,3,19.0,3.0,1,259,1175,0.007786668735734414,6.01000743915409,407.48635161638515,35029487,180
40.75562,-73.99736,5,42,44.0,0.61,1,80,1175,0.01113691743704248,6.0053095386783255,405.5765109245633,1864061,525
40.76105,-73.96222,1,0,-1.0,0.0,1,0,452,0.009160274286288373,4.792982076302116,120.66065196267245,11591276,450
40.6929,-73.86378,1,10,4.0,10.0,8,273,989,0.015906779560928067,5.550395343669014,257.33927325026394,35081665,50
40.6923,-73.97123,3,66,42.0,1.41,2,292,74,0.009669601853227072,5.999587879249491,403.26256637075966,7891403,285
40.67031,-73.98603,2,6,140.0,0.36,1,0,572,0.010453608994026718,5.620234876557401,275.95419079393014,22986248,200
40.71234000000001,-73.95,2,69,315.0,1.83,3,0,919,0.03170830654577401,5.131118120724877,169.20620527891006,13276680,89
40.6904,-73.91538,6,31,44.0,0.63,8,147,342,0.011451465059113939,5.5486294915261025,256.8852511290864,6822854,58
40.78697,-73.94469000000002,2,90,57.0,2.79,3,92,574,0.019085140292893914,4.758839042513207,116.61046748820746,15774166,99
40.82381,-73.94582,30,1,311.0,0.1,8,318,1557,0.009350262028411719,4.758839042513207,116.61046748820746,23840461,45
40.71621,-73.96406999999998,4,0,-1.0,0.0,1,43,573,0.02813692083368383,5.8013970423783885,330.7613248699113,28640741,280
40.67978,-73.96231,2,1,7.0,1.0,3,365,919,0.005691523873276918,5.999587879249491,403.26256637075966,34222823,335
40.74258,-73.9031,30,2,69.0,0.32,37,1,1439,0.012459785712461063,5.550395343669014,257.33927325026394,28891558,55
40.74391,-73.97151,3,15,19.0,0.55,1,0,1452,0.008780398738110533,5.6329452379118665,279.4840536709318,17944802,350
40.72997,-73.98009,3,50,15.0,1.31,1,240,1452,0.02183961817430954,4.800482245831585,121.56902954264362,12567868,60
40.65671,-73.9622,30,21,69.0,0.45,1,21,83,0.012884498632077813,5.5486294915261025,256.8852511290864,1423112,45
40.65962,-73.96063000000002,4,43,63.0,0.7,1,0,346,0.010812074454062957,5.620234876557401,275.95419079393014,3067244,99
40.83705,-73.9399,7,4,1072.0,0.09,1,0,774,0.007118757335376041,4.76553262571382,117.39362750370374,6778776,55
40.76681,-73.98365,30,0,-1.0,0.0,121,331,1175,0.011129922281854053,5.628640778796368,278.2836114691794,9806799,369
40.76511,-73.98714,2,19,37.0,2.19,1,68,1175,0.009172352479050391,6.0053095386783255,405.5765109245633,27958825,394
40.69213,-73.90248000000003,2,15,20.0,2.81,8,344,342,0.003712453636060588,5.5486294915261025,256.8852511290864,31772667,65
40.71054,-73.94691,2,0,-1.0,0.0,1,0,919,0.03080697070469745,5.012610097721407,150.29651322510557,21136103,115
40.74996,-73.99488000000002,2,9,20.0,3.03,1,151,1175,0.010541173084623696,5.999587879249491,403.26256637075966,32773207,149
40.75239000000001,-73.89021,3,12,11.0,1.67,1,0,1439,0.005667064495847388,5.1623625347783,174.57641162722268,21422090,45
40.69411,-73.86877,1,0,-1.0,0.0,2,365,989,0.017466732837024868,5.524209634695897,250.6881245048604,36372006,66
40.70778,-73.94411,7,14,55.0,0.83,1,128,919,0.02931239744545126,6.002486697794962,404.4332473529365,22120433,150
40.75901,-73.93404,1,32,15.0,1.75,2,123,452,0.019220474109661316,5.550395343669014,257.33927325026394,22209216,40
40.7015,-73.9266,2,0,-1.0,0.0,1,0,342,0.025901517561719746,4.895051415925976,133.6268769875375,16204655,82
40.72382,-73.99335,3,1,918.0,0.03,1,0,372,0.008695271588628142,4.754195556609107,116.07024365771655,16274520,100
40.6682,-73.95260999999998,3,36,1.0,2.65,1,332,346,0.006972494101843499,5.999587879249491,403.26256637075966,24694832,150
40.75941,-73.99179000000002,7,0,-1.0,0.0,1,77,1175,0.006532155080830202,5.70098130487641,299.1608249506758,36334586,239
40.66139,-73.96231,4,0,-1.0,0.0,1,0,346,0.009463109108540136,4.792982076302116,120.66065196267245,23993066,115
40.71622,-73.96042,1,8,1643.0,0.1,1,0,573,0.031175114338204968,5.131118120724877,169.20620527891006,824421,70
40.78718,-73.97521,2,0,-1.0,0.0,1,0,574,0.01639058510243186,4.812562232396067,123.04648765666431,7838854,150
40.85045,-73.93493000000002,2,20,8.0,1.74,1,357,774,0.02057792666912783,4.761965420053306,116.97560631820885,27204768,75
40.85504,-73.93648,7,11,77.0,0.3,1,4,774,0.024964944742582307,6.002486697794962,404.4332473529365,2959036,115
40.59279,-73.79993,1,1,2.0,1.0,1,90,1161,0.022337199667809858,5.550395343669014,257.33927325026394,35066800,80
40.63295,-73.89202,2,19,19.0,1.23,3,331,293,0.01623822311707861,5.5486294915261025,256.8852511290864,20850006,75
40.67633,-73.9793,1,45,5.0,1.36,2,77,1376,0.008193582671822753,5.5486294915261025,256.8852511290864,15495441,45
40.71122,-73.94346999999998,3,4,675.0,0.18,1,0,919,0.0327016281551923,5.131118120724877,169.20620527891006,20675077,53
40.71459,-73.94844,30,29,408.0,0.4,1,222,919,0.034257824857980575,6.028599226956009,415.1331146352424,25406,80
40.75221,-73.97157,2,1,1288.0,0.02,1,0,1452,0.004538356751095454,5.640176783478161,281.5124808320764,10022144,101
40.75077,-73.9814,30,4,220.0,0.18,14,207,1452,0.005399611282275026,6.01000743915409,407.48635161638515,19284253,145
40.68746,-73.95936,14,1,1113.0,0.03,1,0,919,0.006578491012390523,4.770455248423274,117.9729367309493,10355806,47
40.735,-73.92038000000002,30,2,106.0,0.18,103,251,1439,0.031313947371781066,5.558750047683015,259.4982730532463,26271688,34
40.6907,-73.91157,30,0,-1.0,0.0,103,269,342,0.007769084373338797,5.526284819381712,251.20888881592577,30514043,40
40.68319,-73.96766,14,20,25.0,0.46,1,41,74,0.00931696302450737,5.999587879249491,403.26256637075966,5691347,135
40.68663,-73.91538,30,7,189.0,0.44,26,156,292,0.010820571241854392,5.999587879249491,403.26256637075966,23489726,84
40.70564,-73.92774,3,2,693.0,0.08,2,0,342,0.02908960315989899,5.114836124905325,166.47349788764242,19913714,60
40.68558,-73.93746,2,1,56.0,0.52,1,81,347,0.019031209761860186,6.006785455135031,406.17554992851,34545274,140
40.75507,-73.91821999999998,1,2,1.0,2.0,1,342,1439,0.028057718367679983,5.550395343669014,257.33927325026394,29036763,70
40.75545,-73.99651999999998,30,2,103.0,0.21,47,351,1175,0.010304793544706273,4.758839042513207,116.61046748820746,28313685,120
40.74512,-73.99179000000002,1,8,781.0,0.28,2,0,1175,0.012203667071827745,4.756132553128905,116.29528920158788,16874685,200
40.81119,-73.94751,2,5,36.0,0.24,2,61,1557,0.016820157549792776,6.018357270409028,410.90303841936344,18935508,199
40.63612,-73.96297,14,2,1071.0,0.05,3,0,99,0.0010529829058442755,5.092553964470499,162.80513005568105,13114437,53
40.77885,-73.95756,5,0,-1.0,0.0,1,0,574,0.017676249602224053,4.832995257346707,125.58656193499066,21995927,250
40.73429,-74.00487,3,6,105.0,0.52,1,0,372,0.016945668709143148,5.651299938208089,284.66126747014806,26534838,150
40.7459,-73.99866999999998,3,4,636.0,0.18,2,0,1175,0.016013911764427187,4.756132553128905,116.29528920158788,20651136,165
40.69322,-73.96655,3,2,351.0,0.16,1,0,74,0.013551870719568673,5.122883962805997,167.81865515700727,26598239,55
40.71445,-73.99287,7,17,812.0,0.28,1,0,372,0.00791028747897844,4.756132553128905,116.29528920158788,3602739,94
40.75369,-73.99719,7,11,16.0,0.99,47,358,1175,0.011198275313617683,4.812826551697412,123.07901551699595,26658854,50
40.79967,-73.96109,30,0,-1.0,0.0,2,364,574,0.003596467711517084,4.687810478946772,108.61510420939508,32039742,128
40.81355,-73.94407,1,2,1424.0,0.04,1,0,1557,0.012824542876844171,4.761886194577941,116.96633923729146,7385568,40
40.71732,-74.00981,3,13,53.0,0.36,1,69,1362,0.004384331419956861,6.24547899619049,515.6761727008584,5013302,350
40.8091,-73.94241,1,3,688.0,0.1,3,0,1557,0.015928967323715564,4.761886194577941,116.96633923729146,15707188,89
40.64992,-74.01169,1,12,63.0,1.2,1,364,387,0.014856028305036715,6.018357270409028,410.90303841936344,26960589,750
40.84633,-73.83029,2,28,13.0,2.69,1,78,1797,0.014204720623786558,5.5380716208805385,254.18735694664383,27852017,80
40.75911,-73.96299,1,0,-1.0,0.0,1,0,452,0.009730062949441327,4.1398167893340245,62.79131635641885,3769257,70
40.80931,-73.93982,4,8,20.0,0.64,4,0,1557,0.014950163878699012,4.756132553128905,116.29528920158788,24677673,65
